id,cast-1,cast-2,cast-3,cast-4,cinematographer-1,cinematographer-2,cinematographer-3,cinematographer-4,costume department-1,costume department-2,costume department-3,costume department-4,director-1,director-2,director-3,director-4,editor-1,editor-2,editor-3,editor-4,genres-1,genres-2,genres-3,genres-4,language-1,language-2,language-3,language-4,rating,producer-1,producer-2,producer-3,producer-4,writer-1,writer-2,writer-3,writer-4,distributor-1,distributor-2,distributor-3,distributor-4
0040978,Gregory Peck,Anne Baxter,Richard Widmark,Robert Arthur,Joseph MacDonald,null,null,null,Charles Le Maire,Sam Benson,null,null,William A. Wellman,null,null,null,Harmon Jones,null,null,null,Crime,Western,null,null,English,null,null,null,7.6,Lamar Trotti,null,null,null,Lamar Trotti,W.R. Burnett,null,null,Twentieth Century Fox Film Corporation,20th Century Fox,Centfox,atlas Film
0146882,John Cusack,Iben Hjejle,Todd Louiso,Jack Black,Seamus McGarvey,null,null,null,Jennifer Jobst,Margaret Morettini,Gina Panno,Heather Pollock,Stephen Frears,null,null,null,Mick Audsley,null,null,null,Comedy,Drama,Music,Romance,English,Danish,null,null,7.6,Tim Bevan,Liza Chasin,John Cusack,D.V. DeVincentis,Nick Hornby,D.V. DeVincentis,Steve Pink,John Cusack,Buena Vista Pictures,Gaumont Buena Vista International (GBVI),BVI / Kinekor Pictures,Buena Vista International (Sweden)
1390411,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Brendan Gleeson,Anthony Dod Mantle,null,null,null,Francesca Ackerson,Anna Beckett,Jane Bogunovic,Sam Brooke-Taylor,Ron Howard,null,null,null,Daniel P. Hanley,Mike Hill,null,null,Action,Adventure,Biography,Drama,English,null,null,null,7.4,David Bergstein,Bruce Berman,Sarah Bradshaw,William M. Connor,Charles Leavitt,Charles Leavitt,Rick Jaffa,Amanda Silver,Geo Films,Golden Village Pictures,Roadshow Films,SF Norge A/S
0041113,Broderick Crawford,John Ireland,Joanne Dru,John Derek,Burnett Guffey,null,null,null,Joan Joseff,null,null,null,Robert Rossen,null,null,null,Al Clark,null,null,null,Drama,null,null,null,English,null,null,null,7.6,Robert Rossen,null,null,null,Robert Penn Warren,Robert Rossen,null,null,Columbia Pictures,Columbia,Adlon Filmi,Columbia Pictures of Argentina
0105046,John Malkovich,Gary Sinise,Ray Walston,Casey Siemaszko,Kenneth MacMillan,null,null,null,Austin Myers,Marsha Perloff,Tim Wegman,Kathy Oberlin,Gary Sinise,null,null,null,Robert L. Sinise,null,null,null,Drama,null,null,null,English,null,null,null,7.6,Alan C. Blomquist,Gary Sinise,Russell Smith,null,John Steinbeck,Horton Foote,null,null,Metro-Goldwyn-Mayer (MGM),United International Pictures (UIP),United International Pictures,MGM/UA Home Entertainment
1318514,Andy Serkis,Karin Konoval,Terry Notary,Richard Ridings,Andrew Lesnie,null,null,null,Kristen Bond,Andre Brouwer,Anne Burke,Pamela Cameron,Rupert Wyatt,null,null,null,Conrad Buff IV,Mark Goldblatt,null,null,Action,Drama,Sci-Fi,Thriller,English,Sign Languages,null,null,7.6,Peter Chernin,Dylan Clark,Thomas M. Hammel,Rick Jaffa,Rick Jaffa,Amanda Silver,Pierre Boulle,null,20th Century Fox Film de Mexico,20th Century Fox Netherlands,20th Century Fox,20th Century Fox
0068950,Giancarlo Giannini,Mariangela Melato,Turi Ferro,Agostina Belli,Dario Di Palma,null,null,null,Marisa Centanni,null,null,null,Lina Wertmüller,null,null,null,Franco Fraticelli,null,null,null,Comedy,null,null,null,English,Italian,null,null,7.6,Romano Cardarelli,Daniele Senatore,null,null,Lina Wertmüller,Lina Wertmüller,null,null,New Line Cinema,Saguenay Films,Fox Lorber Home Video,Fox Lorber Home Video
0103939,Robert Downey Jr.,Geraldine Chaplin,Paul Rhys,John Thaw,Sven Nykvist,null,null,null,Cheryl Beasley Blackwell,Ken Crouch,James P. Cullen,Michael Dennison,Richard Attenborough,null,null,null,Anne V. Coates,null,null,null,Biography,Drama,null,null,English,null,null,null,7.6,Richard Attenborough,Terence A. Clegg,Diana Hawkins,Mario Kassar,David Robinson,Charles Chaplin,Diana Hawkins,William Boyd,TriStar Pictures,Guild Film Distribution,AMLF,Columbia TriStar Films de España
0038854,Lana Turner,John Garfield,Cecil Kellaway,Hume Cronyn,Sidney Wagner,null,null,null,Irene,Marion Herwood Keyes,Eugene Joseff,Helen Scovil Roup,Tay Garnett,null,null,null,George White,null,null,null,Crime,Drama,Film-Noir,Mystery,English,null,null,null,7.6,Carey Wilson,null,null,null,Harry Ruskin,Niven Busch,James M. Cain,null,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Chapel Distribution,Metro-Goldwyn-Mayer (MGM)
0101889,Jeff Bridges,Adam Bryant,Paul Lombardi,David Hyde Pierce,Roger Pratt,null,null,null,Mary Gierczak,Keith Greco,Joie Hutchinson,Vincent Jefferds,Terry Gilliam,null,null,null,Lesley Walker,null,null,null,Comedy,Drama,null,null,English,null,null,null,7.6,Debra Hill,Tony Mark,Lynda Obst,Stacey Sher,Richard LaGravenese,null,null,null,TriStar Pictures,Columbia TriStar Home Video,Columbia TriStar Films de Argentina,Columbia TriStar Home Video
0274558,Meryl Streep,Julianne Moore,Nicole Kidman,Ed Harris,Seamus McGarvey,null,null,null,Lynette Bernay,Valerie Fusaro,Sue Gandy,Jenny Hawkins,Stephen Daldry,null,null,null,Peter Boyle,null,null,null,Drama,null,null,null,English,null,null,null,7.6,Michael Alden,Robert Fox,Mark Huffam,Ian MacNeil,Michael Cunningham,David Hare,null,null,Paramount Pictures,Asmik Ace Entertainment,Buena Vista International Italia,Buena Vista International
0088678,James Whitmore,Michele Mariana,Gary Krug,Chris Ritchie,null,null,null,null,null,null,null,null,Will Vinton,null,null,null,Kelley Baker,Michael Gall,Ed Geis,Skeets McGrew,Animation,Adventure,Family,null,English,null,null,null,7.6,Susan Shadburne,Hugh Kennedy Tirrell,Will Vinton,null,Susan Shadburne,Mark Twain,null,null,Clubhouse Pictures,Paramount Pictures,Entertainment in Video,Metro-Goldwyn-Mayer (MGM)
0096895,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Roger Pratt,null,null,null,Len Alexander,Graham Churchyard,Annie Crawford,Yvonne Hellin,Tim Burton,null,null,null,Ray Lovejoy,null,null,null,Action,Adventure,null,null,English,French,null,null,7.6,Peter Guber,Barbara Kalish,Chris Kenny,Benjamin Melniker,Bob Kane,Sam Hamm,Sam Hamm,Warren Skaaren,Warner Bros.,Elliniki Kinimatografiki Enosi (ELKE),Falcon,Warner Bros. Entertainment
0052182,Deborah Kerr,Rita Hayworth,David Niven,Wendy Hiller,Charles Lang,null,null,null,Mary Grant,Edith Head,Lee Forman,Ann Helfgott,Delbert Mann,null,null,null,Charles Ennis,Marjorie Fowler,George Boemler,null,Drama,Romance,null,null,English,null,null,null,7.6,Harold Hecht,James Hill,Harry Horner,null,Terence Rattigan,John Gay,Terence Rattigan,John Michael Hayes,United Artists,United Artists,United Artists,United Artists
0093748,Steve Martin,John Candy,Laila Robins,Michael McKean,Donald Peterman,null,null,null,Paul Lopez,Silvio Scarano,Dennis Schoonderwoerd,null,John Hughes,null,null,null,Paul Hirsch,null,null,null,Comedy,null,null,null,English,null,null,null,7.6,William H. Brown,Michael Chinich,John Hughes,Neil A. Machlis,John Hughes,null,null,null,Paramount Pictures,United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP)
0375063,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Sandra Oh,Phedon Papamichael,null,null,null,Jeannine Bourdaghs,Erin Lenk,Lori Stilson,Susan Strubel,Alexander Payne,null,null,null,Kevin Tent,null,null,null,Comedy,Drama,Romance,null,English,Armenian,null,null,7.6,Michael London,George Parra,null,null,Rex Pickett,Alexander Payne,Jim Taylor,null,Fox Searchlight Pictures,20th Century Fox Italia,20th Century Fox Netherlands,20th Century Fox
0097351,Kevin Costner,Amy Madigan,Gaby Hoffmann,Ray Liotta,John Lindley,null,null,null,Pamela Knourek,P. Kay Morris,Cynthia Robey,null,Phil Alden Robinson,null,null,null,Ian Crafford,null,null,null,Drama,Family,Fantasy,Sport,English,null,null,null,7.6,Brian E. Frankish,Charles Gordon,Lawrence Gordon,Lloyd Levin,W.P. Kinsella,Phil Alden Robinson,null,null,Universal Pictures,Scotia International Filmverleih,UFA Video,MCA Home Video
0433416,Kal Penn,Tabu,Irrfan Khan,Jacinda Barrett,Frederick Elmes,null,null,null,Megha Barnabas,Zakir Hussain,Abdul Jabbar,Ellen Mahlke,Mira Nair,null,null,null,Allyson C. Johnson,null,null,null,Drama,null,null,null,English,Hindi,Bengali,French,7.6,Lydia Dean Pilcher,Lori Keith Douglas,Anadil Hossain,Yukie Kito,Sooni Taraporevala,Jhumpa Lahiri,null,null,20th Century Fox Netherlands,20th Century Fox,20th Century Fox of Germany,Fox Searchlight Pictures
0970179,Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,Chloë Grace Moretz,Robert Richardson,null,null,null,Sheara Abrahams,Lucille Acevedo-Jones,Tim Aslam,Sean Barrett,Martin Scorsese,null,null,null,Thelma Schoonmaker,null,null,null,Adventure,Drama,Family,Mystery,English,null,null,null,7.6,John Bernard,David Crockett,Barbara De Fina,Christi Dembrowski,John Logan,Brian Selznick,null,null,01 Distribution,B&H Film Distribution,Central Partnership,Entertainment Film Distributors
0037794,Basil Rathbone,Nigel Bruce,Aubrey Mather,Dennis Hoey,Virgil Miller,null,null,null,null,null,null,null,Roy William Neill,null,null,null,Saul A. Goodkind,null,null,null,Crime,Mystery,Thriller,null,English,null,null,null,7.6,Roy William Neill,null,null,null,Roy Chanslor,Arthur Conan Doyle,null,null,Universal Pictures,Associated Artists Productions (AAP),MPI Home Video,MPI Home Video
1204340,Peter Mullan,Archie Lal,Jag Sanghera,Mike Fearnley,Erik Wilson,null,null,null,Rose Love,Hayley Neil,null,null,Paddy Considine,null,null,null,Pia Di Ciaula,null,null,null,Drama,null,null,null,English,null,null,null,7.6,Suzanne Alizart,Katherine Butler,Peter Carlton,Will Clarke,Paddy Considine,null,null,null,D Films,Camera Film,DistriB Films,Espace Sarou
0071249,Warren Oates,Isela Vega,Robert Webber,Gig Young,Álex Phillips Jr.,null,null,null,Adolfo Ramírez,null,null,null,Sam Peckinpah,null,null,null,Dennis Dolan,Sergio Ortega,Robbe Roberts,null,Action,Crime,Drama,Thriller,English,Spanish,null,null,7.6,Martin Baum,Helmut Dantine,Gordon T. Dawson,null,Frank Kowalski,Sam Peckinpah,Sam Peckinpah,Gordon T. Dawson,United Artists,MGM/UA Home Entertainment,MGM/UA Home Entertainment,MGM/UA Home Entertainment
3416742,Jemaine Clement,Taika Waititi,Jonny Brugh,Cori Gonzalez-Macuer,Richard Bluck,D.J. Stipsen,null,null,Lucy McLay,Samantha Morley,Julie Zavala Ron,null,Jemaine Clement,Taika Waititi,null,null,Tom Eagles,Yana Gorskaya,Jonathan Woodford-Robinson,null,Comedy,Horror,null,null,English,German,Spanish,null,7.6,Emma Bartlett,Jemaine Clement,Pamela Harvey-White,Emanuel Michael,Jemaine Clement,Taika Waititi,null,null,Cinetren,Festival Films / Yedra Films,Filmfreak Distributie,Luna Filmverleih GmbH
0083745,Sandy Dennis,Cher,Karen Black,Sudie Bond,Pierre Mignot,null,null,null,Greg Fauss,Benjamin Wilson,null,null,Robert Altman,null,null,null,Jason Rosenfield,null,null,null,Comedy,Drama,null,null,English,null,null,null,7.6,Scott Bushnell,Giraud Chester,null,null,Ed Graczyk,Ed Graczyk,null,null,Cinecom Pictures,Astral Video,Forum Home Video,Alvorada Vídeo
0097958,Chevy Chase,Beverly D'Angelo,Juliette Lewis,Johnny Galecki,Thomas E. Ackerman,null,null,null,Mari Grimaud,Eddie Marks,null,null,Jeremiah S. Chechik,null,null,null,Gerald B. Greenberg,Michael A. Stevenson,null,null,Comedy,null,null,null,English,null,null,null,7.6,William S. Beasley,Mauri Syd Gayton,John Hughes,Tom Jacobson,John Hughes,null,null,null,Warner Bros.,Warner Bros.,American Broadcasting Company (ABC),Argentina Video Home
0049743,Randolph Scott,Gail Russell,Lee Marvin,Walter Reed,William H. Clothier,null,null,null,Rudy Harrington,Edward Sebesta,Carl Walker,null,Budd Boetticher,null,null,null,Everett Sutherland,null,null,null,Western,null,null,null,English,null,null,null,7.6,Andrew V. McLaglen,Robert E. Morrison,John Wayne,null,Burt Kennedy,null,null,null,Warner Bros.,Warner Bros.,Warner Bros. Finland,Paramount Home Entertainment
0079261,John Savage,Treat Williams,Beverly D'Angelo,Annie Golden,Richard C. Kratina,Miroslav Ondrícek,Jean Talvin,null,Silvio Scarano,Elisabeth Seley,null,null,Milos Forman,null,null,null,Alan Heim,Lynzee Klingman,Stanley Warnow,null,Comedy,Drama,Musical,null,English,null,null,null,7.6,Michael Butler,Robert Greenhut,Lester Persky,null,Gerome Ragni,James Rado,Michael Weller,null,United Artists,MGM/UA Home Entertainment,MGM/UA Home Entertainment,MGM/UA Home Entertainment
0035979,Gene Tierney,Don Ameche,Charles Coburn,Marjorie Main,Edward Cronjager,null,null,null,Sam Benson,null,null,null,Ernst Lubitsch,null,null,null,Dorothy Spencer,null,null,null,Comedy,Drama,Fantasy,Romance,English,French,null,null,7.6,Ernst Lubitsch,null,null,null,Samson Raphaelson,Leslie Bush-Fekete,null,null,20th Century Fox of Germany,Fox Films,M.P.E.A.,Twentieth Century Fox Film Corporation
0384504,Michelle Krusiec,Joan Chen,Lynn Chen,Jin Wang,Harlan Bosmajian,null,null,null,Amy R. Burt,null,null,null,Alice Wu,null,null,null,Susan Graef,Sabine Hoffman,null,null,Comedy,Drama,Romance,null,English,Mandarin,Shanghainese,null,7.6,James Lassiter,Scott Macaulay,Jeff Morin,Robin O'Hara,Alice Wu,null,null,null,Mongrel Media,Sony Pictures Entertainment (SPE),Sony Pictures Classics,Barbar Film
0162348,Derick Martini,Amy Hathaway,Steven Martini,Heather Moudy,Frederick Iannone,null,null,null,null,null,null,null,Kevin Jordan,null,null,null,Kevin Anderson,Ryan Rothmaier,null,null,Comedy,Romance,null,null,English,null,null,null,7.6,Richard Abramowitz,Kristen Dolan,Sheilah Goldman,Kevin Jordan,Kevin Jordan,Derick Martini,Derick Martini,Steven Martini,Stratosphere Entertainment,null,null,null
0117731,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Matthew F. Leonetti,null,null,null,Yvette Ammon,Robert Blackman,Leah Brown,Gina Dedomenico,Jonathan Frakes,null,null,null,John W. Wheeler,null,null,null,Action,Adventure,Sci-Fi,Thriller,English,null,null,null,7.6,Rick Berman,Marty Hornstein,Peter Lauritson,null,Gene Roddenberry,Rick Berman,Brannon Braga,Ronald D. Moore,Paramount Pictures,United International Pictures (UIP),United International Pictures (UIP),United International Pictures (UIP)
0101605,Robert Arkins,Michael Aherne,Angeline Ball,Maria Doyle Kennedy,Gale Tattersall,null,null,null,Maeve Paterson,Ann Stokes,Ian Weatherly,Janty Yates,Alan Parker,null,null,null,Gerry Hambling,null,null,null,Comedy,Drama,Music,null,English,Irish Gaelic,null,null,7.6,Marc Abraham,Armyan Bernstein,Dick Clement,Souter Harris,Roddy Doyle,Dick Clement,Ian La Frenais,Roddy Doyle,Twentieth Century Fox Film Corporation,20th Century Fox of Germany,Asociace Ceských Filmových Klubu (ACFK),Chapel Distribution
0050105,Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,Milton R. Krasner,null,null,null,Charles Le Maire,Joan Joseff,Kay Reed,Mickey Sherrard,Leo McCarey,null,null,null,James B. Clark,null,null,null,Drama,Romance,null,null,English,French,Italian,null,7.6,Jerry Wald,null,null,null,Delmer Daves,Leo McCarey,Leo McCarey,Mildred Cram,Twentieth Century Fox Film Corporation,20th Century Fox,Fox Films,National Broadcasting Company (NBC)
0212132,David Gulpilil,Gary Sweet,Damon Gameau,Grant Page,Ian Jones,null,null,null,null,null,null,null,Rolf de Heer,null,null,null,Tania Nehme,null,null,null,Drama,History,Western,null,English,Maori,null,null,7.6,Rolf de Heer,Bridget Ikin,Nils Erik Nielsen,Domenico Procacci,Rolf de Heer,null,null,null,IFA,ArtMattan Productions,Fandango,Madman Entertainment
0174856,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,Liev Schreiber,Roger Deakins,null,null,null,Winnie D. Brown,Marta Font,Ann Henshaw,Lauren Press,Norman Jewison,null,null,null,Stephen E. Rivkin,null,null,null,Biography,Drama,Sport,null,English,null,null,null,7.6,Marc Abraham,Jean-Yves Asselin,Irving Azoff,Armyan Bernstein,Rubin 'Hurricane' Carter,Sam Chaiton,Terry Swinton,Armyan Bernstein,Universal Pictures,Buena Vista International (Sweden),Buena Vista International,Falcon
0022550,Mae Clarke,Douglass Montgomery,Doris Lloyd,Frederick Kerr,Arthur Edeson,null,null,null,null,null,null,null,James Whale,null,null,null,Clarence Kolster,James Whale,null,null,Drama,Romance,War,null,English,null,null,null,7.6,Carl Laemmle Jr.,null,null,null,Robert E. Sherwood,Benn W. Levy,Tom Reed,null,Universal Pictures,Warner Home Video,null,null
0054279,Ian Carmichael,Terry-Thomas,Alastair Sim,Janette Scott,Erwin Hillier,null,null,null,Muriel Dickson,Ernie Farrer,null,null,Robert Hamer,Hal E. Chester,Cyril Frankel,null,Richard Best,null,null,null,Comedy,null,null,null,English,null,null,null,7.6,Hal E. Chester,Douglas Rankin,null,null,Stephen Potter,Patricia Moyes,Hal E. Chester,null,Warner-Pathé Distributors,Continental Distributing,Warner Bros.,Lions Gate Films Home Entertainment
0114863,Harvey Keitel,Erland Josephson,Maia Morgenstern,Thanasis Vengos,Giorgos Arvanitis,Andreas Sinanos,null,null,Lina Giannopoulou,Nikos Kasapakis,Dorina Papaliou,Sofia Syrogianni,Theodoros Angelopoulos,null,null,null,Takis Koumoundouros,Yannis Tsitsopoulos,null,null,Drama,War,null,null,English,Greek,Bulgarian,Albanian,7.6,Theodoros Angelopoulos,Phoebe Economopoulos,Eric Heumann,Dragan Ivanovic,Theodoros Angelopoulos,Tonino Guerra,Petros Markaris,Giorgio Silvagni,Roissy Films,Bac Films,Artificial Eye,Atalanta Filmes
1226271,Colm Meaney,Henry Goodman,David Roper,Jimmy Reddington,Ben Smithard,null,null,null,Caroline Drinkeld,Samantha Horn,Katerina Pesulova,Ladislav Procházka,Tom Hooper,null,null,null,Melanie Oliver,null,null,null,Biography,Comedy,Drama,Sport,English,null,null,null,7.6,Andy Harries,Hugo Heppell,Christine Langan,Grainne Marmion,Peter Morgan,David Peace,null,null,Sony Pictures Worldwide Acquisitions (SPWA),Sony Pictures Entertainment (SPE),Columbia TriStar Warner Filmes de Portugal,Mongrel Media
0165798,Forest Whitaker,John Tormey,Cliff Gorman,Dennis Liu,Robby Müller,null,null,null,Kevin Brainerd,David Davenport,Amy Habacker,null,Jim Jarmusch,null,null,null,Jay Rabinowitz,null,null,null,Action,Crime,Drama,Thriller,English,French,null,null,7.6,Richard Guay,Jim Jarmusch,Diana Schmidt,null,Jim Jarmusch,null,null,null,Bac Films,Arthaus Filmverleih,BIM Distribuzione,Stadtkino Verleih
0032338,Dick Powell,Ellen Drew,Raymond Walburn,Alexander Carr,Victor Milner,null,null,null,Harriet Altland,Murray Foster,Joe Kaplan,null,Preston Sturges,null,null,null,Ellsworth Hoagland,null,null,null,Comedy,Romance,null,null,English,null,null,null,7.6,Paul Jones,Buddy G. DeSylva,William LeBaron,null,Preston Sturges,Preston Sturges,null,null,Paramount Pictures,MCA/Universal Pictures,Universal Studios Home Entertainment,Universal Studios Home Entertainment
0065867,Ben Gazzara,Peter Falk,John Cassavetes,Jenny Runacre,Victor J. Kemper,null,null,null,Ed Brennan,Lewis Brown,Shura Cohen,Joseph W. Dehn,John Cassavetes,null,null,null,John Cassavetes,null,null,null,Comedy,Drama,null,null,English,French,Italian,Cantonese,7.5,Al Ruban,Sam Shaw,null,null,John Cassavetes,null,null,null,Columbia Broadcasting System (CBS),Columbia Pictures,Impegno Cinematografico,Bitters End
0113677,Steve Buscemi,Catherine Keener,Dermot Mulroney,Danielle von Zerneck,Frank Prinzi,null,null,null,Rena DeAngelo,Sandi Figueroa,Jill Merritt,Barbara Presar,Tom DiCillo,null,null,null,Dana Congdon,Camilla Toniolo,null,null,Comedy,Drama,null,null,English,null,null,null,7.5,Jane Gil,Hilary Gilford,Michael Griffiths,Dermot Mulroney,Tom DiCillo,null,null,null,Nea Kinisi,Pyramide Distribution,Uplink,Arthaus Filmverleih
0045205,Joan Crawford,Jack Palance,Gloria Grahame,Bruce Bennett,Charles Lang,null,null,null,Elva Martien,Rose Rockney,Frank Tait,null,David Miller,null,null,null,Leon Barsha,null,null,null,Film-Noir,Thriller,null,null,English,null,null,null,7.5,Joe Kaufmann,Joan Crawford,null,null,Lenore J. Coffee,Robert Smith,Edna Sherry,Joan Crawford,RKO Radio Pictures,RKO Radio Pictures Argentina,Sascha Filmverleih,Gothic Productions
1613062,J.K. Simmons,Cara Seymour,Lou Taylor Pucci,Scott Adsit,Stephen Kazmierski,null,null,null,Casey Kohlberg,Chrissy Kuhn,Emma Madnick,Chandra Moore-Telfer,Jim Kohlberg,null,null,null,Keith Reamer,null,null,null,Drama,null,null,null,English,null,null,null,7.5,Kate Edgar,Greg Johnson,Jim Kohlberg,Brad Luff,Gwyn Lurie,Gary Marks,Oliver Sacks,null,Roadside Attractions,Senator Film,Senator Filmverleih,Cinemax
0443680,Brad Pitt,Mary-Louise Parker,Brooklynn Proulx,Dustin Bollinger,Roger Deakins,null,null,null,Devora Brown,Kelly Fraser,Lisa Halperin,Mary Hyde-Kerr,Andrew Dominik,null,null,null,Curtiss Clayton,Dylan Tichenor,null,null,Biography,Crime,Drama,History,English,Danish,null,null,7.6,Jules Daly,Lisa Ellzey,Dede Gardner,Brad Grey,Andrew Dominik,Ron Hansen,null,null,Warner Bros.,Fox-Warner,Sandrew Metronome Distribution Sverige AB,Sandrew Metronome Distribution
0110296,Crissy Rock,Vladimir Vega,Sandie Lavelle,Mauricio Venegas,Barry Ackroyd,null,null,null,Wendy Knowles,null,null,null,Ken Loach,null,null,null,Jonathan Morris,null,null,null,Drama,null,null,null,English,null,null,null,7.5,Sally Hibbin,null,null,null,Rona Munro,null,null,null,Evergreen Entertainment,Atlantic Film,Alfa-Panorama Film & Video,Diaphana Films
0087781,Robert Redford,Robert Duvall,Glenn Close,Kim Basinger,Caleb Deschanel,null,null,null,Jules Melillo,Sue Moore,James W. Tyson,Donald J. Sutherland,Barry Levinson,null,null,null,Christopher Holmes,Stu Linder,null,null,Drama,Sport,null,null,English,null,null,null,7.5,Philip M. Breen,Robert F. Colesberry,Mark Johnson,Roger Towne,Bernard Malamud,Roger Towne,Phil Dusenberry,null,TriStar Pictures,Warner-Columbia Film,Warner-Columbia Films,Warner-Columbia Film
0099040,Kerry Fox,Alexia Keogh,Karen Fergusson,Iris Churn,Stuart Dryburgh,null,null,null,Lesley Burkes-Harding,Susan Hackshaw,Trixie Woodill,null,Jane Campion,null,null,null,Veronika Jenet,null,null,null,Biography,Drama,null,null,English,Spanish,null,null,7.5,Bridget Ikin,John Maynard,null,null,Janet Frame,Laura Jones,null,null,Sharmill Distributors,Cinemien,Fine Line Features,Sidéral Films
0077742,Kristin Griffith,Mary Beth Hurt,Richard Jordan,Diane Keaton,Gordon Willis,null,null,null,Clifford Capone,null,null,null,Woody Allen,null,null,null,Ralph Rosenblum,null,null,null,Drama,null,null,null,English,null,null,null,7.5,Robert Greenhut,Charles H. Joffe,Jack Rollins,null,Woody Allen,null,null,null,United Artists,Chapel Distribution,20th Century Fox Home Entertainment,Warner Home Vídeo
0084865,Julie Andrews,James Garner,Robert Preston,Lesley Ann Warren,Dick Bush,null,null,null,Jackie Cummins,Tiny Nicholls,null,null,Blake Edwards,null,null,null,Ralph E. Winters,null,null,null,Comedy,Music,Musical,Romance,English,French,null,null,7.5,Tony Adams,Blake Edwards,Gerald T. Nutting,null,Blake Edwards,Hans Hoemburg,Reinhold Schünzel,null,Chapel Distribution,Metro-Goldwyn-Mayer (MGM),United International Pictures (UIP),Columbia Broadcasting System (CBS)
0430576,Sarah Polley,Tim Robbins,Sverre Anker Ousdal,Javier Cámara,Jean-Claude Larrieu,null,null,null,Laura Agustín,Donna Hughes,Genoveva Leco,Roberto Marchetti,Isabel Coixet,null,null,null,Irene Blecua,null,null,null,Drama,Romance,null,null,English,Danish,null,null,7.5,Agustín Almodóvar,Pedro Almodóvar,Brendan J. Byrne,Isabel Coixet,Isabel Coixet,null,null,null,20th Century Fox de Argentina,Diaphana Films,Folkets Bio,Good Machine
0041268,Burt Lancaster,Yvonne De Carlo,Dan Duryea,Stephen McNally,Franz Planer,null,null,null,null,null,null,null,Robert Siodmak,null,null,null,Ted J. Kent,null,null,null,Crime,Drama,Film-Noir,Thriller,English,null,null,null,7.5,Michael Kraike,null,null,null,Daniel Fuchs,Don Tracy,William Bowers,null,Universal Pictures,General Film Distributors (GFD),Universal Pictures France (UPF),Bio-Kuva
0039536,Victor Mature,Brian Donlevy,Coleen Gray,Richard Widmark,Norbert Brodine,null,null,null,Charles Le Maire,Sam Benson,Eugene Joseff,null,Henry Hathaway,null,null,null,J. Watson Webb Jr.,null,null,null,Crime,Drama,Film-Noir,Thriller,English,null,null,null,7.5,Fred Kohlmar,null,null,null,Ben Hecht,Charles Lederer,Eleazar Lipsky,Philip Dunne,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Company,20th Century Fox,Fox Films
0339707,Aidan Quinn,Iain Glen,Marc Warren,Dudley Sutton,Peter Robertson,null,null,null,Kevin Gleeson,Naomi Hanrahan,Ciara McArdle,Margaret O'Brien,Aisling Walsh,null,null,null,Bryan Oates,null,null,null,Drama,null,null,null,English,null,null,null,7.5,Gillian Berrie,Peter Garde,Andrés Vicente Gómez,Michael Lunderskov,Aisling Walsh,Kevin Byron Murphy,Patrick Galvin,null,CDI Films,ContentFilm International,DNC Entertainment,Lolafilms Distribución
0426931,Freddie Highmore,Keri Russell,Jonathan Rhys Meyers,Terrence Howard,John Mathieson,null,null,null,Pam Aaron,Lisa R. Frucht,Amy Habacker,Mei Lai Hippisley Coxe,Kirsten Sheridan,null,null,null,William Steinkamp,null,null,null,Drama,Music,null,null,English,null,null,null,7.5,Louise Goodsill,Robert Greenhut,Gabrielle Jerou,Ralph Kamp,Nick Castle,James V. Hart,Paul Castro,Nick Castle,Warner Bros.,Warner Home Video,ARM Distribution,Bazuca Films
0049778,Paul Newman,Pier Angeli,Everett Sloane,Eileen Heckart,Joseph Ruttenberg,null,null,null,null,null,null,null,Robert Wise,null,null,null,Albert Akst,null,null,null,Biography,Drama,Sport,null,English,null,null,null,7.5,James E. Newcom,Charles Schnee,null,null,Ernest Lehman,Rocky Graziano,Rowland Barber,null,Metro-Goldwyn-Mayer (MGM),Cinema International Corporation (C.I.C.),Metro-Goldwyn-Mayer (MGM),Towa
0433383,Jeff Daniels,David Strathairn,Alex Borstein,Rose Abdoo,Robert Elswit,null,null,null,Shandra Beri,Lucinda Campbell,Lynda Foote,Deborah Latham,George Clooney,null,null,null,Stephen Mirrione,null,null,null,Drama,null,null,null,English,null,null,null,7.5,Marc Butan,Ben Cosgrove,Mark Cuban,Jennifer Fox,George Clooney,Grant Heslov,null,null,Ascot Elite Entertainment Group,Becker Group,Cathay-Keris Films,Distribution Company
