id,cast,cinematographer,costume department,director,editor,genres,language,rating,producer,writer,distributor
0053244,Anthony Quinn,Peter Hennessy,null,Nicholas Ray,Eraldo Da Roma,Adventure,English,7.2,Maleno Malenotti,Hans Ruesch,J. Arthur Rank Film Distributors
0385726,Josh Lucas,Jeffrey L. Kimball,Donald Dowd,James Gartner,Jason Hellmann,Biography,English,7.2,Jerry Bruckheimer,Christopher Cleveland,Buena Vista Pictures
0091817,Bill Allen,Richard Leiterman,Betty Joyce Elliott,Hal Needham,Carl Kress,Drama,English,7.2,Sam Bernard,Sam Bernard,TriStar Pictures
0098319,Pauline Collins,Alan Hume,Cynthea Dowling,Lewis Gilbert,Lesley Walker,Comedy,English,7.2,John Dark,Willy Russell,United International Pictures (UIP)
0081291,Linda Manz,Marc Champion,Maureen Hiscox,Dennis Hopper,Doris Dyck,Drama,English,7.2,Jean Gontier,Leonard Yakir,Discovery Films
0057546,Sebastian Cabot,null,null,Wolfgang Reitherman,Donald Halliday,Animation,English,7.2,Walt Disney,Bill Peet,Buena Vista Distribution Company
0372588,Trey Parker,Bill Pope,Carol Demarti,Trey Parker,Thomas M. Vogt,Animation,English,7.2,Frank C. Agnone II,Trey Parker,Bontonfilm
1233334,Adepero Oduye,Bradford Young,Courtney Colston,Dee Rees,Mako Kamitsuna,Drama,English,7.2,Ann Bradley,Dee Rees,Alliance Films
0067306,Paul Scofield,Henning Kristiansen,null,Peter Brook,Kasper Schyberg,Drama,English,7.2,Michael Birkett,Peter Brook,Altura Films International
1523972,Scott Michael Campbell,Woody Andrews,null,Hunter G. Williams,Matthew Jensen,Comedy,English,7.2,Scott Michael Campbell,Hunter G. Williams,null
0037849,Paulette Goddard,Daniel L. Fapp,Barbara Karinska,Mitchell Leisen,Alma Macrorie,Drama,English,7.2,Mitchell Leisen,Rosamond Marshall,Paramount Pictures
2017486,Mark Strong,Marius Panduru,Diana Sav,Nae Caranfil,Catalin Cristutiu,Comedy,English,7.2,Michael Fitzgerald,Nae Caranfil,IFC Films
0091464,Colin Friels,David Parker,Lucinda McGuigan,Nadia Tass,Ken Sallows,Comedy,English,7.2,Bryce Menzies,David Parker,Vestron Pictures
0284494,Eric Schweig,Stephen Kazmierski,Marienne O'Brien,Chris Eyre,Paul Trejo,Crime,English,7.2,Brenda J. Chambers,Adrian C. Louis,First Look International
0190322,David Ackert,David Claessen,null,Jérôme Cohen-Olivar,null,Comedy,English,7.2,Frankan Baker Bennici,Jérôme Cohen-Olivar,Phaedra Cinema
0094269,John Hurt,Paul Cox,null,Paul Cox,Paul Cox,Animation,English,7.2,Tony Llewellyn-Jones,Paul Cox,Roxie Releasing
0073453,Gene Hackman,Bruce Surtees,Arnie Lipin,Arthur Penn,Dede Allen,Crime,English,7.2,Gene Lasko,Alan Sharp,Warner Bros.
0067309,Jane Fonda,Gordon Willis,null,Alan J. Pakula,Carl Lerner,Crime,English,7.2,C. Kenneth Deland,Andy Lewis,Warner Bros.
0083201,Nick Mancuso,Richard Leiterman,Erla Lank,Ralph L. Thomas,Ron Wisman,Drama,English,7.2,Ronald I. Cohen,Anne Cameron,United Artists Classics
0271580,Branden Nadon,Brian Whittred,Devora Brown,Dave Schultz,Paul Mortimer,Drama,English,7.2,Bruce Harvey,Dave Schultz,CMV Laservision
0033582,Peter Lorre,Franz Planer,null,Robert Florey,Charles Nelson,Crime,English,7.2,Irving Briskin,Paul Jarrico,Columbia Pictures
0052876,Gary Cooper,Ted D. McCord,Orry-Kelly,Delmer Daves,Owen Marks,Drama,English,7.2,Martin Jurow,Wendell Mayes,Warner Bros.
0036120,Margaret O'Brien,Robert Surtees,null,Roy Rowland,Frank E. Hull,Drama,English,7.2,Robert Sisk,Isobel Lennart,Metro-Goldwyn-Mayer (MGM)
0095305,Judy Davis,Russell Boyd,Gabrielle Healy,Gillian Armstrong,Nicholas Beauman,Drama,English,7.2,Antony I. Ginnane,Laura Jones,Filmpac Distribution
0117571,Drew Barrymore,Mark Irwin,Ricki Fournier,Wes Craven,Patrick Lussier,Horror,English,7.2,Stuart M. Besser,Kevin Williamson,Dimension Films
0295876,Dannielle Hall,Allan Collins,Melinda Doring,Ivan Sen,Karen Johnson,Drama,English,7.2,Douglas Cummins,Ivan Sen,Axiom Films
1532503,Ewan McGregor,Kasper Tuxen,Kristen Bothekan,Mike Mills,Olivier Bugge Coutté,Comedy,English,7.2,Miranda de Pencier,Mike Mills,Alliance Films
0052745,David Ladd,Otto Heller,Antoinette Roeterdink,James B. Clark,Benjamin Laird,Drama,English,7.2,Robert B. Radnitz,Ouida,Twentieth Century Fox Film Corporation
0031976,Michael Redgrave,null,null,Carol Reed,Reginald Beck,Drama,English,7.2,Isadore Goldsmith,A.J. Cronin,Grand National Pictures
0159365,Jude Law,John Seale,Amy Andrews,Anthony Minghella,Walter Murch,Drama,English,7.2,Steve E. Andrews,Charles Frazier,Miramax
0023049,Gary Cooper,Harry Fischbeck,null,James Cruze,LeRoy Stone,Comedy,English,7.2,Emanuel Cohen,Robert Hardy Andrews,Paramount Pictures
0083833,Steve Guttenberg,Peter Sova,Deahdra Scarano,Barry Levinson,Stu Linder,Comedy,English,7.2,Mark Johnson,Barry Levinson,Metro-Goldwyn-Mayer (MGM)
0061648,Julie Christie,Nicolas Roeg,null,John Schlesinger,Malcolm Cooke,Drama,English,7.2,Joseph Janni,Thomas Hardy,Metro-Goldwyn-Mayer (MGM)
0057413,David Niven,Philip H. Lathrop,Annalisa Nasalli-Rocca,Blake Edwards,Ralph E. Winters,Comedy,English,7.2,Dick Crockett,Maurice Richlin,United Artists
0051742,Shirley Booth,Loyal Griggs,Ed Fitzharris,Daniel Mann,Warren Low,Drama,English,7.2,Paul Nathan,Lonnie Coleman,Paramount Pictures
0146398,Stan Laurel,null,null,Robert Youngson,null,Comedy,English,7.2,Alfred Dahlem,Robert Youngson,Twentieth Century Fox Film Corporation
0247254,Jim Fitzpatrick,Mark Woods,null,Hank Whetstone,Janice Whetstone,Action,English,7.2,Stephen M. Pratt,Hank Whetstone,"Asylum, The"
0025028,Joan Blondell,George Barnes,null,Ray Enright,Harold McLernon,Comedy,English,7.2,Hal B. Wallis,Delmer Daves,Warner Bros.
0412019,Bill Murray,Frederick Elmes,Stephanie Biear,Jim Jarmusch,Jay Rabinowitz,Comedy,English,7.2,Jon Kilik,Jim Jarmusch,A-Film Distribution
0091203,Christopher Lambert,Gerry Fisher,Helen P. Butler,Russell Mulcahy,Peter Honess,Action,English,7.2,Peter S. Davis,Gregory Widen,Thorn EMI
0108041,Kofi Ghanaba,Augustin Cubano,null,Haile Gerima,Haile Gerima,Drama,English,7.2,Shirikiana Aina,Haile Gerima,Mypheduh Films
1109624,Tim Downie,Erik Wilson,Andrew Cartwright,Paul King,Mark Everson,Comedy,English,7.2,Rosie Alison,Paul King,A Company Czech
0022151,George Arliss,James Van Trees,Earl Luick,John G. Adolfi,Owen Marks,Drama,English,7.2,John G. Adolfi,Earl Derr Biggers,Warner Bros.
4005402,Emma Watson,Kolja Brandt,Connie Balduzzi,Florian Gallenberger,Hansjörg Weißbrich,Drama,English,7.2,Christian Becker,Torsten Wenzel,Majestic Filmverleih
0016827,Leatrice Joy,Arthur C. Miller,null,Paul Sloane,null,Comedy,English,7.2,null,Elmer Harris,Producers Distributing Corporation (PDC)
0114440,Rene Liu,Joe DeSalvo,null,Sylvia Chang,Fung Mei,Drama,English,7.2,Hu-Yan Chung,Sylvia Chang,Edko Films
0208993,Ted Bafaloukos,John McNulty,null,Edo Bertoglio,Pamela French,Biography,English,7.2,Maripol,Glenn O'Brien,Kinetique
0147800,Heath Ledger,Mark Irwin,Allyson B. Fanger,Gil Junger,O. Nicholas Brown,Comedy,English,7.2,Jeffrey Chernov,Karen McCullah,Buena Vista Pictures
0058383,Margaret Rutherford,Desmond Dickinson,null,George Pollock,Ernest Walter,Comedy,English,7.2,Ben Arbeid,David Pursall,Metro-Goldwyn-Mayer (MGM)
0028315,Shirley Temple,Arthur C. Miller,Sam Benson,William A. Seiter,Lloyd Nosler,Musical,English,7.2,Earl Carroll,William M. Conselman,Twentieth Century Fox Film Corporation
0478134,Tommy Lee Jones,Roger Deakins,Maria Bentfield,Paul Haggis,Jo Francis,Crime,English,7.2,Karim Abouobayd,Paul Haggis,Alfa Films
2058676,Lee Baxter,Oliver Schnekenbühl,null,Jan Braband,Gesine Gaukely,Drama,English,7.2,Constantin Albrecht,Sascha Zimmermann,Goliath Promotions
0020080,Laura La Plante,Hal Mohr,null,Paul Leni,Robert Carlisle,Horror,English,7.2,null,Wadsworth Camp,Universal Pictures
0101761,Val Kilmer,Robert Richardson,Elizabeth Barber,Oliver Stone,David Brenner,Biography,English,7.2,Nicholas Clainos,Randall Jahnson,TriStar Pictures
2361846,null,null,null,Bill Plympton,Kevin Palmer,Animation,English,7.2,James Hancock,Bill Plympton,Interior13 Cine
1937264,Dakota Fanning,Erik Wilson,Natasha Cousins,Ol Parker,Peter Lambert,Drama,English,7.2,Graham Broadbent,Jenny Downham,ADS Service
0025228,Aline MacMahon,Sidney Hickox,Eugene Joseff,Mervyn LeRoy,Howard Bretherton,Drama,English,7.2,Samuel Bischoff,Leon Abrams,Warner Bros.
0080406,David N. Haynes,Chris Menges,Daryl Bristow,Franco Rosso,Thomas Schwalm,Drama,English,7.2,Gavrik Losey,Franco Rosso,Pan-Canadian Film Distributors
0043668,Tyrone Power,Georges Périnal,Sam Benson,Roy Ward Baker,Alan Osbiston,Drama,English,7.2,Sol C. Siegel,John L. Balderston,Twentieth Century Fox Film Company
0369672,John Travolta,Elliot Davis,Donna Chance,Shainee Gabel,Lisa Fruchtman,Drama,English,7.2,Anson Downes,Ronald Everett Capps,Lucky Red
0041416,Sam Wanamaker,C.M. Pennington-Richards,Fred Birch,Edward Dmytryk,John D. Guthridge,Drama,English,7.2,Nat A. Bronstein,Pietro Di Donato,General Film Distributors (GFD)
0071260,Alan Bates,Gerry Fisher,null,Harold Pinter,Malcolm Cooke,Drama,English,7.2,Ely A. Landau,Simon Gray,The American Film Theatre
0119934,Billy Crudup,Conrad L. Hall,Lynda Foote,Robert Towne,Charles Ireland,Biography,English,7.2,Tom Cruise,Robert Towne,Warner Bros.
0291559,DJ Q-Bert,Syd Garon,null,Syd Garon,Rodney Ascher,Animation,English,7.2,Riche-Van Desuasido,Doug Cunningham,null
0063811,Charlton Heston,Lucien Ballard,John A. Anderson,Tom Gries,Warren Low,Romance,English,7.2,Fred Engel,Tom Gries,Paramount Pictures
0049871,Virginia McKenna,Geoffrey Unsworth,null,Jack Lee,Sidney Hayers,Crime,English,7.2,Joseph Janni,Nevil Shute,J. Arthur Rank Film Distributors
0092752,Ross Bagdasarian Jr.,null,null,Janice Karman,Tony Mizgalski,Animation,English,7.2,Ross Bagdasarian Jr.,Janice Karman,"Samuel Goldwyn Company, The"
0387057,Junior Singo,Lance Gewer,null,David Hickson,Mark Winitsky,Drama,English,7.2,David McBrayer,David McBrayer,Virgil Films
0120520,Helena Bonham Carter,Eduardo Serra,Alba Alzetta,Iain Softley,Tariq Anwar,Drama,English,7.2,Mark Cooper,Henry James,Miramax
0051732,Jean Simmons,Joseph F. Biroc,null,Mervyn LeRoy,Philip W. Anderson,Drama,English,7.2,Mervyn LeRoy,Eileen Bassing,Warner Bros.
0038260,Danny Kaye,Victor Milner,null,H. Bruce Humberstone,Daniel Mandell,Comedy,English,7.2,Samuel Goldwyn,Don Hartman,RKO Radio Pictures
0048337,Richard Todd,Harold Lipstein,Charles Le Maire,Henry Koster,Robert L. Simpson,Biography,English,7.2,Samuel G. Engel,Eleanore Griffin,Twentieth Century Fox Film Corporation
0479143,Sylvester Stallone,Clark Mathis,Anthony Almaraz,Sylvester Stallone,Sean Albertson,Drama,English,7.2,Robert Chartoff,Sylvester Stallone,20th Century Fox Netherlands
0120034,Jean Reno,Henry Braham,Angela Beale,Paul Weiland,Martin Walsh,Comedy,English,7.2,Miles Donnelly,Saul Turteltaub,Concorde Film
0037075,Ray Milland,Henry Sharp,null,Fritz Lang,Archie Marshek,Crime,English,7.2,Seton I. Miller,Seton I. Miller,Paramount Pictures
0114550,Guillermo Díaz,Chris Seager,Kevin Donaldson,Nigel Finch,John Richards,Comedy,English,7.2,Ruth Caleb,Rikki Beadle Blair,2 Entertain
0492896,David Carradine,Angie Hill,Lea Edson,David Lee Miller,Jordan J. Miller,Comedy,English,7.2,Eric J. Adams,Eric J. Adams,Big Air Studios
0047066,Trevor Howard,Jack Hildyard,null,George More O'Ferrall,Sidney Stone,Drama,English,7.2,Ian Dalrymple,Graham Greene,British Lion Film Corporation
0113121,Kate Maberly,Matthew Williams,Jacqueline Newell,Bruce Neibaur,null,Drama,English,7.2,Rick B. Larsen,Bruce Neibaur,Alpha Media
0079367,Steve Martin,Victor J. Kemper,April Ferry,Carl Reiner,Bud Molin,Comedy,English,7.2,Peter Macgregor-Scott,Steve Martin,Universal Pictures
0069067,Rip Torn,Richard C. Glouner,Oscar Rodriguez,Daryl Duke,Richard Halsey,Drama,English,7.2,Don Carpenter,Don Carpenter,Cinerama Releasing Corporation
0100774,Rosalind Chao,Bobby Bukowski,Taryn Walsh,Nancy Kelly,Kenji Yamamoto,Romance,English,7.2,Sarah Green,Ruthanne Lum McCunn,Greycat Films
0092699,William Hurt,Michael Ballhaus,Oda Groeschel,James L. Brooks,Richard Marks,Comedy,English,7.2,James L. Brooks,James L. Brooks,Twentieth Century Fox Film Corporation
0091374,Helena Bonham Carter,Derek V. Browne,Judy Bagley-Shaw,Trevor Nunn,Anne V. Coates,Biography,English,7.2,Ted Lloyd,Chris Bryant,CIC Victor Video
0042266,Leo Gorcey,Marcel Le Picard,null,William Beaudine,William Austin,Comedy,English,7.2,Jan Grippo,Charles R. Marion,Monogram Pictures
0034746,Judy Garland,William H. Daniels,null,Busby Berkeley,Ben Lewis,Musical,English,7.2,Arthur Freed,Howard Emmett Rogers,Metro-Goldwyn-Mayer (MGM)
0087803,John Hurt,Roger Deakins,John Brady,Michael Radford,Tom Priestley,Drama,English,7.2,Al Clark,George Orwell,Atlantic Releasing Corporation
0031012,Billy Halop,Arthur L. Todd,null,William Clemens,Doug Gould,Drama,English,7.2,Bryan Foy,Tom Reed,Warner Bros.
0425489,Indio Apachaca,Sepe Zayas,null,Sebastián Borensztein,Maximiliano Ezzaoui,Comedy,English,7.2,null,Sebastián Borensztein,Buena Vista International
0128687,Marion Eaton,Curt McDowell,null,Curt McDowell,Curt McDowell,null,English,7.2,Robert Evans,Curt McDowell,null
0098325,Charles Lane,Bill Dill,null,Charles Lane,Charles Lane,Comedy,English,7.2,Chris Blackwell,Charles Lane,Island Pictures
0068326,Goldie Hawn,Charles Lang,Seth Banks,Milton Katselas,David E. Blewitt,Comedy,English,7.2,M.J. Frankovich,Leonard Gershe,Columbia Pictures
0041746,Jeanne Crain,Joseph MacDonald,Charles Le Maire,Elia Kazan,Harmon Jones,Drama,English,7.2,Darryl F. Zanuck,Cid Ricketts Sumner,Twentieth Century Fox Film Corporation
0056346,Melina Mercouri,Jacques Natteau,null,Jules Dassin,Roger Dwyre,Drama,English,7.2,Jules Dassin,Margarita Lymberaki,Lopert Pictures Corporation
0483789,David Carradine,Ruben Russ,Laura L. Brody,Scott Anderson,Olof Källström,Action,English,7.2,Scott Anderson,Scott Anderson,null
0079219,George Burns,Billy Williams,George Neuman,Martin Brest,Carroll Timothy O'Meara,Comedy,English,7.2,Tony Bill,Edward Cannon,Warner Bros.
4062536,Imogen Poots,Sean Porter,Jayme Hansen,Jeremy Saulnier,Julia Bloch,Horror,English,7.2,Macon Blair,Jeremy Saulnier,A24
0075995,Richard Burton,Oswald Morris,Brenda Dabbs,Sidney Lumet,John Victor-Smith,Drama,English,7.2,Denis Holt,Peter Shaffer,United Artists Corporation
0053126,Kenneth More,Geoffrey Unsworth,Julie Harris,J. Lee Thompson,Frederick Wilson,Adventure,English,7.2,Marcel Hellman,Frank S. Nugent,Rank Film Distributors
0117093,Nick Nolte,Tom Richmond,Sophie Beasse,Keith Gordon,Jay Rabinowitz,Drama,English,7.2,Leon Dudevoir,Kurt Vonnegut Jr,Audio Visual Enterprises
0208032,Hans Matheson,Fabio Cianchetti,Dita Valentinova,Ricky Tognazzi,Carla Simoncelli,Drama,English,7.2,Vittorio Cecchi Gori,Paolo Maurensig,Cecchi Gori Distribuzione
0077326,Anthony Quinn,Gabriel Figueroa,Jorge Ramirez,Hall Bartlett,Marshall M. Borden,Drama,English,7.2,Hall Bartlett,Hall Bartlett,Danton Films
0242593,Clayton Moore,Mack Stengler,null,George B. Seitz Jr.,null,Western,English,7.2,Jack Chertok,George B. Seitz Jr,EuroVideo
0770828,Henry Cavill,Amir Mokri,Tony Acosta Jr.,Zack Snyder,David Brenner,Action,English,7.2,Wesley Coller,David S. Goyer,20th Century Fox
0044926,José Ferrer,Oswald Morris,Schiaparelli,John Huston,Ralph Kemplen,Biography,English,7.2,Jack Clayton,Pierre La Mure,United Artists
0455944,Denzel Washington,Mauro Fiore,Wayne Allen,Antoine Fuqua,John Refoua,Action,English,7.2,Molly Allen,Richard Wenk,Big Picture 2 Films
0103671,Sal Lopez,Reynaldo Villalobos,John Casey,Edward James Olmos,Richard Candib,Biography,English,7.2,Lou Adler,Floyd Mutrux,Universal Pictures
0112570,James Andrews,null,null,Robert Lee King,null,Drama,English,7.2,null,null,British Film Institute (BFI)
0098724,James Spader,Walt Lloyd,Amanda Moore,Steven Soderbergh,Steven Soderbergh,Drama,English,7.2,John Hardy,Steven Soderbergh,Sandrew Film & Teater
0089755,Meryl Streep,David Watkin,Stephen Cornish,Sydney Pollack,Pembroke J. Herring,Biography,English,7.2,Anna Cataldi,Karen Blixen,Universal Pictures
0041547,Tristram Coffin,Ellis W. Carter,null,Fred C. Brannon,Cliff Bell Sr.,Action,English,7.2,Franklin Adreon,Royal K. Cole,Republic Pictures (I)
0309987,Michael Pitt,Fabio Cianchetti,Sandrine Alabre,Bernardo Bertolucci,Jacopo Quadri,Drama,English,7.2,Hercules Bellville,Gilbert Adair,20th Century Fox de Argentina
0044851,Bud Abbott,George Robinson,null,Jean Yarbrough,Leonard Weiner,Comedy,English,7.2,Howard Christie,Elwood Ullman,Universal Pictures
0045102,Cary Grant,Robert Burks,Marjorie Best,Norman Taurog,Alan Crosland Jr.,Comedy,English,7.2,Henry Blanke,Jack Rose,Warner Bros.
0408281,JJ Feild,Reinier van Brummelen,Imre Béres,Peter Greenaway,Elmer Leupen,Adventure,English,7.2,Eva Baró,Peter Greenaway,Stardis Pictures
0033022,Stan Laurel,Art Lloyd,Harry Black,Gordon Douglas,William H. Ziegler,Comedy,English,7.2,Hal Roach,Charley Rogers,United Artists
0078444,Jill Clayburgh,Arthur J. Ornitz,Beverly Cycon,Paul Mazursky,Stuart H. Pappé,Comedy,English,7.2,Paul Mazursky,Paul Mazursky,Twentieth Century Fox Film Corporation
2719848,Jason Clarke,Salvatore Totino,Costanza Bastanti,Baltasar Kormákur,Mick Audsley,Adventure,English,7.2,Brandt Andersen,William Nicholson,Andes Films
0019843,Conrad Nagel,J. Peverell Marley,null,Cecil B. DeMille,Anne Bauchens,Drama,English,7.2,Cecil B. DeMille,Jeanie Macpherson,Metro-Goldwyn-Mayer (MGM)
0082340,Kurt Russell,Dean Cundey,Katrina Bronson,John Carpenter,Todd C. Ramsay,Action,English,7.2,Barry Bernardi,John Carpenter,Parafrance Films
1274296,Alexia Rasmussen,Chase Bowman,Danai Sakellari,Matt Thompson,Harvey Rosenstock,Drama,English,7.2,Matthew Albrecht,Kent Moran,Warner Brothers
0120855,Brian Blessed,null,null,Chris Buck,Gregory Perler,Animation,English,7.2,Bonnie Arnold,Tab Murphy,Buena Vista Pictures
0026393,James Cagney,Sol Polito,Eugene Joseff,William Keighley,Jack Killifer,Crime,English,7.2,Louis F. Edelman,Seton I. Miller,Warner Bros.
0114039, Al Freeman Jr.,John Simmons,Cynthia Flowers,Tim Reid,David Pincus,Drama,English,7.2,Michael Bennett,Clifton L. Taulbert,Artisan Entertainment
0043117,Ben Johnson,Bert Glennon,D.R.O. Hatswell,John Ford,Jack Murray,Adventure,English,7.2,Lowell J. Farrell,Frank S. Nugent,RKO Radio Pictures
0307681,Jack Neo,Ardy Lam,null,Jack Neo,Yiu Chung Yeung,Drama,English,7.2,Pui Yin Chan,Jack Neo,United International Pictures (UIP)
0047101,Glenn Ford,Burnett Guffey,null,Fritz Lang,Aaron Stell,Drama,English,7.2,Lewis J. Rachmil,Alfred Hayes,Columbia Pictures
2546038,Maria Bamford,Daron Keet,null,Jordan Brady,Chad Peiken,Comedy,English,7.2,Jesse Albert,Maria Bamford,Chill Direct
1178663,Larry David,Harris Savides,Danajean Cicerchi,Woody Allen,Alisa Lepselter,Comedy,English,7.2,Letty Aronson,Woody Allen,Sony Pictures Classics
0120321,Adam Beach,Brian Capener,Henry Earl Lewis,Chris Eyre,Brian Berdan,Comedy,English,7.2,Sherman Alexie,Sherman Alexie,Miramax
0108226,Angela Bettis,Ennio Guarnieri,Giovanni Casalnuovo,Franco Zeffirelli,Richard Marden,Drama,English,7.2,Mario Cecchi Gori,Giovanni Verga,Les Films Number One
0023551,Johnny Weissmuller,Clyde De Vinna,null,W.S. Van Dyke,Tom Held,Action,English,7.2,Bernard H. Hyman,Edgar Rice Burroughs,Metro-Goldwyn-Mayer (MGM)
0036098,Roddy McDowall,Leonard Smith,null,Fred M. Wilcox,Ben Lewis,Adventure,English,7.2,Samuel Marx,Hugo Butler,Metro-Goldwyn-Mayer (MGM)
0107756,Tilda Swinton,Aleksei Rodionov,Mark Bouman,Sally Potter,Hervé Schneid,Drama,English,7.2,Laurie Borg,Sally Potter,Concorde Film
2084977,Matthew Rhys,Matt Gray,Beth Collins,Charles Sturridge,Adam Green,Drama,English,7.2,Sarah Beardsall,Daphne Du Maurier,ContentFilm International
0145547,Heath Ledger,Malcolm McCulloch,Shareen Beringer,Gregor Jordan,Lee Smith,Comedy,English,7.2,Marian Macgowan,Gregor Jordan,REP Distribution
0087763,Everett Silas,Charles Burnett,Gaye Shannon-Burnett,Charles Burnett,Thomas Penick,Drama,English,7.2,Charles Burnett,Charles Burnett,Les Films du Paradoxe
1146295,Zana Marjanovic,Erol Zubcevic,Emina Kujundzic,Aida Begic,Miralem Zubcevic,Drama,English,7.2,Amra Baksic Camo,Aida Begic,Cinema Delicatessen
0206871,Rhonda Bell,James Benning,null,James Benning,James Benning,Crime,English,7.2,James Benning,James Benning,First Run Features
0194350,David Hayman,Chris Menges,Stephanie Hawkes,John Mackenzie,Alan Macmillan,Crime,English,7.3,Raymond Day,Peter McDougall,Island Alive
0034828,Ida Lupino,James Wong Howe,Eugene Joseff,Vincent Sherman,Thomas Pratt,Drama,English,7.2,Jerry Wald,Daniel Fuchs,Warner Bros.
0446372,Tatsuya Fuji,Hideho Urata,null,Claude Gagnon,Claude Gagnon,Drama,English,7.2,Claude Gagnon,Claude Gagnon,Film1
0042851,Bonar Colleano,Gordon Dines,Ron Beck,Basil Dearden,Peter Tanner,Crime,English,7.2,Michael Balcon,Jack Whittingham,General Film Distributors (GFD)
1839492,Paul Dano,Matthew Libatique,'Downtown' Jamie Brown,Jonathan Dayton,Pamela Martin,Comedy,English,7.2,Albert Berger,Zoe Kazan,20th Century Fox Netherlands
0097733,Mel Gibson,Stephen Goldblatt,Barry Francis Delaney,Richard Donner,Stuart Baird,Action,English,7.2,Richard Donner,Jeffrey Boam,Warner Bros.
0424999,Christopher Lloyd,Stephen Sheridan,null,Terry Nemeroff,John Axelrad,Drama,English,7.2,Stephen Adams,Terry Nemeroff,null
0102685,Patrick Swayze,Donald Peterman,Colby P. Bart,Kathryn Bigelow,Howard E. Smith,Action,English,7.2,Peter Abrams,Rick King,20th Century Fox Netherlands
0050280,Peter Cushing,Jack Asher,null,Terence Fisher,James Needs,Horror,English,7.2,Michael Carreras,Jimmy Sangster,Warner Bros.
0041107,Ray Milland,Lionel Lindon,null,John Farrow,null,Mystery,English,7.2,Endre Bohem,Jonathan Latimer,Paramount Pictures
0090022,Kevin Kline,John Bailey,Le Dawson,Lawrence Kasdan,Carol Littleton,Action,English,7.2,Michael Grillo,Lawrence Kasdan,Columbia Pictures
3521148,Ramez Alkhoury,Jordan F. Ghanma,null,Jordan F. Ghanma,Carlos Aptos,Horror,English,7.2,Mariam Abrahams,Jordan F. Ghanma,Maverick Entertainment Group
0113189,Pierce Brosnan,Phil Meheux,Nigel Egerton,Martin Campbell,Terry Rawlings,Action,English,7.2,Barbara Broccoli,Ian Fleming,MGM/UA Distribution Company
0017419,Adolphe Menjou,Arthur de Titta,null,D.W. Griffith,Julian Johnson,Drama,English,7.2,D.W. Griffith,Marie Corelli,Paramount Pictures
0260414,Harvey Keitel,Lajos Koltai,Anke Baier,István Szabó,Sylvie Landra,Drama,English,7.2,Adam Betteridge,Ronald Harwood,Alamode Film
0055998,Montgomery Clift,Douglas Slocombe,null,John Huston,Ralph Kemplen,Biography,English,7.2,Wolfgang Reinhardt,Charles Kaufman,Universal Pictures
1034303,Daniel Craig,Eduardo Serra,Aldona Baranauskiene,Edward Zwick,Steven Rosenblum,Action,English,7.2,Pieter Jan Brugge,Clayton Frohman,Constantin Film
0060268,Donald Pleasence,Gilbert Taylor,Bridget Sellers,Roman Polanski,Alastair McIntyre,Comedy,English,7.2,Gene Gutowski,Gérard Brach,Constantin Film
0907842,Bill Baker,null,null,Brett Hanover,Brett Hanover,Drama,English,7.2,Danette Almond,Brett Hanover,null
0108551,Rae'Ven Larrymore Kelly,Jamie Anderson,Joe Diaz,Brian Gibson,Stuart H. Pappé,Biography,English,7.2,Doug Chapin,Tina Turner,Buena Vista Pictures
0243759,Cory McAbee,W. Mott Hupfel III,Cara Czekanski,Cory McAbee,Pete Beaudreau,Musical,English,7.2,Michael Krantz,Cory McAbee,Artistic License
0036004,Bud Abbott,Charles Van Enger,null,Charles Lamont,Frank Gross,Comedy,English,7.2,Alex Gottlieb,Robert Lees,Universal Pictures
0250067,Larry Sullivan,Charles L. Barbee,Amy Dilamarra,Miles Swain,Carlo Gustaff,Comedy,English,7.2,Ned Adams,Miles Swain,TLA Releasing
0037514,Frank Sinatra,Charles P. Boyle,Kay Dean,George Sidney,Adrienne Fazan,Comedy,English,7.2,Joe Pasternak,Isobel Lennart,Metro-Goldwyn-Mayer (MGM)
0110598,Sophie Lee,Martin McGrath,Suzanne Head,P.J. Hogan,Jill Bilcock,Comedy,English,7.2,Michael D. Aglion,P.J. Hogan,CiBy 2000
0070726,Lawrence Cook,Michel Hugo,Henry Salley,Ivan Dixon,Michael Kahn,Action,English,7.2,Ivan Dixon,Sam Greenlee,United Artists
1616543,Eric Idle,Eugene O'Connor,Mark Foster,Aubrey Powell,Simon Sleap,Comedy,English,7.2,Geoff Foulkes,Eric Idle,Arts Alliance Media
0106372,Tom Blair,Jon Jost,null,Jon Jost,Jon Jost,null,English,7.2,Henry S. Rosenthal,Jon Jost,Vanguard Cinema
0113749,Shannen Doherty,David Klein,Roseanne Fiedler,Kevin Smith,Paul Dixon,Comedy,English,7.2,Caldecot Chubb,Kevin Smith,Gramercy Pictures (I)
0058324,Rock Hudson,Russell Harlan,Peter V. Saldutti,Howard Hawks,Stuart Gilmore,Comedy,English,7.2,Howard Hawks,Pat Frank,Universal Pictures
1186830,Rachel Weisz,Xavi Giménez,Barbara Adducci,Alejandro Amenábar,Nacho Ruiz Capillas,Adventure,English,7.2,Álvaro Augustín,Alejandro Amenábar,Benelux Film Distributors
3172532,Bel Powley,Brandon Trost,Shannon DuPont,Marielle Heller,Marie-Hélène Dozo,Drama,English,7.2,Miranda Bailey,Phoebe Gloeckner,Sony Pictures Releasing
